%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82537.821,300.411,9.175,10.432,-203.547,215.283,1
82545.883,300.409,9.017,10.432,-203.547,215.262,1
82537.821,300.412,9.175,10.432,-203.531,215.262,1
82549.915,300.407,9.017,10.592,-203.531,215.283,1
82541.852,300.412,9.017,10.592,-203.531,215.272,1
82541.852,300.412,9.017,10.432,-203.498,215.283,1
82545.883,300.406,9.096,10.752,-203.515,215.272,1
82509.601,300.433,104.643,107.288,-203.547,215.272,3
82517.664,300.435,104.643,107.288,-203.531,215.272,3
82521.695,300.433,104.722,107.448,-203.515,215.272,3
82513.632,300.436,104.643,107.448,-203.531,215.262,3
82517.664,300.438,104.722,107.608,-203.531,215.283,3
82517.664,300.435,104.643,107.768,-203.531,215.283,3
82509.601,300.44,104.722,107.448,-203.515,215.262,3
82521.695,300.436,104.643,107.608,-203.547,215.262,3
82513.632,300.436,104.722,107.288,-203.531,215.262,3
82525.726,300.438,104.643,107.288,-203.531,215.272,3
82521.695,300.438,104.722,107.288,-203.547,215.272,3
82517.664,300.44,104.564,107.288,-203.547,215.262,3
82525.726,300.44,104.643,107.288,-203.547,215.262,3
82529.758,300.438,104.485,107.608,-203.547,215.262,3
82525.726,300.436,104.564,107.288,-203.547,215.272,3
82529.758,300.438,104.564,107.128,-203.547,215.272,3
82529.758,300.441,104.485,107.288,-203.531,215.283,3
82521.695,300.44,104.564,107.128,-203.547,215.283,3
82521.695,300.436,104.564,107.288,-203.547,215.272,3
82529.758,300.441,104.564,107.288,-203.515,215.283,3
82525.726,300.436,104.643,107.288,-203.531,215.283,3
82517.664,300.44,104.564,107.288,-203.515,215.252,3
82529.758,300.44,104.564,107.128,-203.564,215.252,3
82525.726,300.436,104.722,107.288,-203.531,215.272,3
82533.789,300.44,104.564,107.448,-203.515,215.272,3
82533.789,300.438,104.643,107.448,-203.547,215.252,3
82525.726,300.436,104.722,107.288,-203.547,215.262,3
82525.726,300.436,104.564,107.448,-203.531,215.272,3
82521.695,300.438,104.643,107.288,-203.531,215.283,3
82517.664,300.436,104.722,107.288,-203.531,215.242,3
82521.695,300.438,105.038,107.288,-203.547,215.272,3
82521.695,300.433,104.485,107.288,-203.547,215.272,3
82529.758,300.435,104.722,107.448,-203.531,215.272,3
82525.726,300.435,104.801,107.288,-203.547,215.262,3
82525.726,300.435,104.722,107.128,-203.547,215.262,3
82529.758,300.436,104.564,107.288,-203.547,215.262,3
82521.695,300.433,104.801,107.448,-203.547,215.272,3
82521.695,300.432,104.801,107.608,-203.531,215.293,3
82521.695,300.436,104.643,107.448,-203.531,215.272,3
82521.695,300.433,104.959,107.448,-203.547,215.262,3
82517.664,300.433,104.88,107.448,-203.531,215.272,3
82517.664,300.433,104.88,107.608,-203.531,215.272,3
82521.695,300.433,104.88,107.448,-203.531,215.272,3
82525.726,300.432,104.88,106.968,-203.531,215.272,3
82513.632,300.433,104.88,107.768,-203.531,215.262,3
82513.632,300.433,104.88,107.608,-203.564,215.252,3
82513.632,300.433,104.88,107.448,-203.547,215.272,3
82517.664,300.43,105.038,107.608,-203.515,215.262,3
82521.695,300.43,105.038,107.768,-203.531,215.272,3
82513.632,300.433,104.959,107.608,-203.515,215.262,3
82513.632,300.432,104.88,107.448,-203.547,215.272,3
82509.601,300.433,105.038,107.608,-203.547,215.262,3
82517.664,300.433,104.88,107.608,-203.531,215.283,3
82513.632,300.433,104.959,107.288,-203.531,215.272,3
82521.695,300.432,104.88,107.608,-203.515,215.272,3
82521.695,300.435,104.959,107.448,-203.515,215.272,3
82521.695,300.435,104.959,107.288,-203.547,215.262,3
82513.632,300.436,104.88,106.968,-203.547,215.252,3
82513.632,300.436,104.801,107.608,-203.515,215.283,3
82517.664,300.433,105.038,107.288,-203.531,215.283,3
82517.664,300.433,104.959,107.288,-203.531,215.272,3
82517.664,300.436,104.88,107.128,-203.531,215.272,3
82517.664,300.432,104.722,107.288,-203.531,215.272,3
82517.664,300.436,104.722,107.128,-203.547,215.272,3
82513.632,300.433,104.88,106.808,-203.515,215.252,3
82517.664,300.433,104.722,106.968,-203.515,215.252,3
82521.695,300.44,104.801,107.128,-203.531,215.283,3
82517.664,300.438,104.722,107.128,-203.564,215.252,3
82517.664,300.435,104.801,106.968,-203.547,215.283,3
82525.726,300.436,104.801,107.128,-203.547,215.262,3
82525.726,300.435,104.643,106.648,-203.531,215.272,3
82521.695,300.436,104.801,107.128,-203.531,215.252,3
82525.726,300.436,104.801,106.968,-203.515,215.272,3
82525.726,300.438,104.722,106.808,-203.547,215.283,3
82521.695,300.438,104.801,106.968,-203.547,215.262,3
82533.789,300.438,104.722,106.968,-203.547,215.272,3
82525.726,300.436,104.722,107.128,-203.531,215.252,3
82521.695,300.438,104.722,106.968,-203.498,215.262,3
82521.695,300.435,104.722,107.128,-203.547,215.272,3
82529.758,300.435,104.722,107.128,-203.547,215.272,3
82521.695,300.435,104.88,106.968,-203.531,215.272,3
82525.726,300.436,104.643,107.128,-203.564,215.272,3
82521.695,300.433,104.722,107.288,-203.547,215.272,3
82525.726,300.436,104.88,107.288,-203.515,215.262,3
82521.695,300.433,104.88,107.128,-203.531,215.252,3
82521.695,300.436,104.88,107.288,-203.564,215.262,3
82529.758,300.435,104.88,107.288,-203.531,215.272,3
82525.726,300.433,104.959,107.288,-203.547,215.293,3
82533.789,300.435,105.038,107.608,-203.531,215.272,3
82521.695,300.436,105.117,107.608,-203.547,215.272,3
82529.758,300.433,105.038,107.608,-203.531,215.272,3
82521.695,300.435,105.038,107.608,-203.531,215.262,3
82525.726,300.432,105.196,107.608,-203.531,215.262,3
82533.789,300.435,105.275,107.608,-203.515,215.262,3
82525.726,300.433,105.275,107.768,-203.547,215.293,3
82521.695,300.432,105.117,107.448,-203.547,215.262,3
82525.726,300.435,105.117,107.448,-203.547,215.283,3
82525.726,300.432,105.117,107.448,-203.498,215.272,3
82521.695,300.432,105.196,107.288,-203.531,215.262,3
82533.789,300.433,105.196,107.768,-203.531,215.262,3
82529.758,300.432,105.196,107.768,-203.531,215.293,3
82533.789,300.433,105.196,107.608,-203.547,215.252,3
82529.758,300.432,105.275,107.768,-203.531,215.252,3
82525.726,300.433,105.196,107.608,-203.515,215.283,3
82525.726,300.432,105.196,107.768,-203.531,215.262,3
82533.789,300.432,105.275,107.768,-203.531,215.262,3
82533.789,300.436,105.117,107.608,-203.531,215.272,3
82529.758,300.435,105.196,107.928,-203.515,215.272,3
82525.726,300.435,105.117,107.608,-203.547,215.262,3
82537.821,300.436,105.354,107.768,-203.531,215.262,3
82529.758,300.436,105.117,107.608,-203.564,215.272,3
82525.726,300.436,105.038,107.448,-203.498,215.283,3
82537.821,300.435,105.038,107.928,-203.515,215.252,3
82529.758,300.436,104.88,107.608,-203.547,215.272,3
82525.726,300.435,104.959,107.288,-203.531,215.272,3
82529.758,300.436,105.038,107.448,-203.547,215.283,3
82541.852,300.435,105.117,107.608,-203.547,215.293,3
82533.789,300.435,104.88,107.608,-203.531,215.272,3
82529.758,300.435,105.038,107.608,-203.531,215.262,3
82525.726,300.435,104.88,107.608,-203.515,215.272,3
82529.758,300.435,104.88,107.608,-203.547,215.272,3
82533.789,300.436,104.88,107.128,-203.531,215.293,3
82529.758,300.435,104.88,106.968,-203.531,215.272,3
82521.695,300.436,104.722,107.288,-203.547,215.293,3
82525.726,300.435,104.801,107.448,-203.531,215.262,3
82525.726,300.436,104.722,107.448,-203.564,215.262,3
82521.695,300.436,104.88,107.288,-203.547,215.272,3
82521.695,300.436,104.959,107.288,-203.547,215.293,3
82525.726,300.44,104.88,107.128,-203.547,215.262,3
82525.726,300.436,104.88,107.768,-203.515,215.252,3
82529.758,300.44,104.801,107.128,-203.531,215.272,3
82513.632,300.436,104.801,106.968,-203.547,215.252,3
82517.664,300.435,104.801,107.128,-203.515,215.252,3
82521.695,300.435,104.722,106.968,-203.531,215.283,3
82521.695,300.435,104.801,107.288,-203.531,215.272,3
82517.664,300.433,104.722,107.448,-203.531,215.293,3
82517.664,300.43,104.722,107.448,-203.564,215.231,3
82521.695,300.435,104.643,107.288,-203.498,215.262,3
82521.695,300.433,104.722,107.288,-203.531,215.272,3
82525.726,300.433,104.722,107.448,-203.515,215.262,3
82517.664,300.435,104.88,107.448,-203.547,215.252,3
82517.664,300.436,104.959,107.288,-203.531,215.272,3
82521.695,300.433,104.88,107.608,-203.547,215.283,3
82517.664,300.432,104.643,107.128,-203.515,215.272,3
82521.695,300.435,104.801,107.608,-203.564,215.252,3
82517.664,300.433,104.801,107.128,-203.531,215.293,3
82521.695,300.436,104.643,107.128,-203.547,215.272,3
82521.695,300.433,104.722,107.288,-203.531,215.272,3
82517.664,300.433,104.722,107.288,-203.547,215.272,3
82525.726,300.433,104.801,106.808,-203.515,215.272,3
82517.664,300.435,104.801,106.808,-203.564,215.262,3
82521.695,300.433,104.801,106.808,-203.547,215.262,3
82521.695,300.433,104.801,106.968,-203.531,215.252,3
82521.695,300.433,104.643,106.808,-203.515,215.262,3
82525.726,300.435,104.722,107.128,-203.547,215.283,3
82529.758,300.432,104.564,106.487,-203.547,215.272,3
82525.726,300.428,104.643,106.648,-203.547,215.252,3
82525.726,300.43,104.643,106.968,-203.531,215.272,3
82521.695,300.43,104.722,106.648,-203.531,215.262,3
82529.758,300.432,104.485,106.648,-203.531,215.262,3
82525.726,300.432,104.643,106.808,-203.547,215.293,3
82529.758,300.432,104.643,106.808,-203.531,215.272,3
82529.758,300.432,104.564,106.648,-203.547,215.262,3
82517.664,300.433,104.406,106.487,-203.564,215.272,3
82529.758,300.433,104.485,106.327,-203.547,215.252,3
82533.789,300.432,104.485,106.808,-203.547,215.272,3
82537.821,300.432,104.485,106.487,-203.547,215.262,3
82525.726,300.432,104.485,106.327,-203.547,215.272,3
82525.726,300.432,104.406,106.167,-203.547,215.272,3
82525.726,300.432,104.406,106.327,-203.547,215.262,3
82525.726,300.435,104.406,106.327,-203.531,215.262,3
82529.758,300.435,104.327,106.648,-203.531,215.272,3
82529.758,300.433,104.564,106.487,-203.531,215.262,3
82521.695,300.432,104.564,106.327,-203.547,215.272,3
82525.726,300.433,104.485,106.327,-203.515,215.262,3
82525.726,300.433,104.485,106.167,-203.531,215.262,3
82525.726,300.433,104.485,106.167,-203.547,215.262,3
82521.695,300.435,104.643,106.167,-203.531,215.272,3
82525.726,300.436,104.485,106.487,-203.531,215.262,3
82517.664,300.436,104.406,106.648,-203.531,215.262,3
82521.695,300.436,104.564,106.167,-203.515,215.283,3
82521.695,300.433,104.485,106.327,-203.531,215.262,3
82517.664,300.436,104.485,106.327,-203.547,215.272,3
82529.758,300.436,104.643,106.487,-203.547,215.262,3
82517.664,300.433,104.722,106.327,-203.564,215.283,3
82517.664,300.436,104.643,106.648,-203.547,215.272,3
82521.695,300.435,104.643,106.648,-203.515,215.272,3
82513.632,300.435,104.722,106.487,-203.547,215.262,3
82517.664,300.435,104.88,106.648,-203.547,215.272,3
82525.726,300.436,104.722,107.128,-203.515,215.262,3
82525.726,300.436,104.88,107.128,-203.515,215.283,3
82517.664,300.438,105.038,106.808,-203.564,215.272,3
82513.632,300.435,104.959,106.648,-203.531,215.262,3
82517.664,300.433,104.801,106.808,-203.498,215.283,3
82513.632,300.438,104.959,106.968,-203.515,215.262,3
82513.632,300.433,104.959,107.128,-203.531,215.272,3
82521.695,300.435,105.117,106.968,-203.547,215.262,3
82521.695,300.438,104.959,107.128,-203.498,215.293,3
82521.695,300.433,105.117,107.128,-203.547,215.293,3
82525.726,300.438,105.038,107.288,-203.531,215.283,3
82529.758,300.441,105.038,107.288,-203.531,215.272,3
82513.632,300.436,104.959,107.448,-203.547,215.272,3
82521.695,300.436,105.117,107.448,-203.515,215.272,3
82529.758,300.436,105.275,107.288,-203.547,215.252,3
82525.726,300.43,105.038,107.448,-203.547,215.262,3
82521.695,300.433,104.88,107.448,-203.547,215.262,3
82521.695,300.435,105.117,107.288,-203.515,215.272,3
82529.758,300.44,104.959,107.608,-203.547,215.272,3
82521.695,300.435,105.117,107.928,-203.531,215.272,3
82525.726,300.432,105.038,107.608,-203.515,215.252,3
82529.758,300.435,105.038,107.768,-203.564,215.252,3
82529.758,300.433,105.196,107.448,-203.515,215.262,3
82529.758,300.436,104.959,107.768,-203.547,215.262,3
82529.758,300.432,104.959,107.608,-203.547,215.272,3
82521.695,300.432,105.038,107.768,-203.515,215.262,3
82529.758,300.435,105.275,107.608,-203.547,215.272,3
82525.726,300.432,105.117,107.608,-203.547,215.252,3
82533.789,300.436,105.196,107.608,-203.547,215.293,3
82525.726,300.435,105.038,107.928,-203.515,215.272,3
82529.758,300.433,105.117,107.928,-203.515,215.252,3
82529.758,300.433,105.038,108.088,-203.564,215.252,3
82529.758,300.432,105.038,107.768,-203.547,215.272,3
82525.726,300.433,105.038,108.088,-203.531,215.252,3
82529.758,300.432,105.117,108.088,-203.515,215.262,3
82525.726,300.435,105.117,107.768,-203.531,215.262,3
82533.789,300.433,105.196,107.928,-203.515,215.283,3
82533.789,300.435,105.196,107.928,-203.515,215.272,3
82525.726,300.432,105.117,107.928,-203.515,215.283,3
82529.758,300.433,105.196,107.768,-203.498,215.252,3
82525.726,300.432,105.117,107.928,-203.547,215.262,3
82525.726,300.432,105.354,107.928,-203.564,215.283,3
82521.695,300.436,105.196,108.088,-203.515,215.283,3
82521.695,300.433,105.196,108.088,-203.531,215.293,3
82525.726,300.433,105.354,108.088,-203.531,215.262,3
82525.726,300.435,105.354,108.088,-203.547,215.252,3
82525.726,300.435,105.512,108.088,-203.547,215.262,3
82521.695,300.435,105.433,108.409,-203.547,215.272,3
82517.664,300.435,105.433,108.088,-203.547,215.252,3
82529.758,300.435,105.433,107.928,-203.498,215.272,3
82521.695,300.433,105.591,108.248,-203.515,215.283,3
82525.726,300.433,105.512,108.088,-203.547,215.272,3
82529.758,300.432,105.67,108.088,-203.515,215.272,3
82525.726,300.432,105.67,108.088,-203.547,215.272,3
82529.758,300.435,105.75,108.088,-203.515,215.262,3
82517.664,300.435,105.75,108.088,-203.547,215.272,3
82521.695,300.435,105.75,108.088,-203.531,215.262,3
82521.695,300.438,105.75,107.608,-203.547,215.272,3
82521.695,300.435,105.75,107.768,-203.531,215.262,3
82525.726,300.436,105.908,107.768,-203.531,215.272,3
82525.726,300.436,105.829,107.608,-203.531,215.272,3
82525.726,300.436,105.829,107.928,-203.547,215.283,3
82525.726,300.433,105.75,107.768,-203.531,215.272,3
82521.695,300.436,105.829,107.608,-203.531,215.272,3
82521.695,300.436,105.75,107.608,-203.531,215.283,3
82521.695,300.44,105.908,107.768,-203.547,215.283,3
82521.695,300.435,105.75,107.448,-203.531,215.262,3
82517.664,300.44,105.829,107.928,-203.564,215.252,3
82521.695,300.44,105.67,107.448,-203.531,215.262,3
82521.695,300.435,105.75,107.608,-203.498,215.272,3
82521.695,300.44,105.512,107.608,-203.547,215.262,3
82525.726,300.436,105.67,107.768,-203.515,215.272,3
82529.758,300.436,105.67,107.608,-203.515,215.272,3
82521.695,300.44,105.591,107.608,-203.515,215.272,3
82529.758,300.435,105.591,107.288,-203.531,215.293,3
82529.758,300.435,105.75,107.608,-203.547,215.272,3
82521.695,300.436,105.67,108.088,-203.547,215.272,3
82521.695,300.435,105.433,107.768,-203.531,215.252,3
82525.726,300.436,105.67,107.768,-203.531,215.293,3
82521.695,300.433,105.591,107.928,-203.531,215.283,3
82529.758,300.436,105.591,107.768,-203.498,215.272,3
82529.758,300.435,105.591,107.448,-203.515,215.283,3
82525.726,300.435,105.591,107.288,-203.547,215.262,3
82529.758,300.436,105.67,107.608,-203.564,215.283,3
82533.789,300.433,105.67,107.448,-203.547,215.293,3
82529.758,300.433,105.67,107.448,-203.498,215.262,3
82529.758,300.433,105.591,107.768,-203.515,215.283,3
82529.758,300.435,105.67,107.608,-203.531,215.262,3
82529.758,300.432,105.829,107.608,-203.531,215.272,3
82537.821,300.436,105.829,107.608,-203.498,215.283,3
82525.726,300.435,105.67,108.088,-203.498,215.272,3
82533.789,300.435,105.829,107.768,-203.515,215.293,3
82529.758,300.435,105.908,107.928,-203.531,215.283,3
82529.758,300.433,106.066,108.088,-203.531,215.252,3
82533.789,300.435,105.908,107.768,-203.547,215.283,3
82525.726,300.432,105.987,107.928,-203.531,215.283,3
82525.726,300.433,105.987,107.928,-203.531,215.272,3
82525.726,300.433,105.987,107.608,-203.515,215.293,3
82529.758,300.433,106.066,107.768,-203.515,215.262,3
82529.758,300.432,106.066,107.928,-203.531,215.283,3
82517.664,300.433,106.066,109.049,-203.515,215.272,3
82529.758,300.435,106.224,108.248,-203.531,215.272,3
82533.789,300.435,106.303,107.928,-203.547,215.262,3
82525.726,300.433,106.303,108.248,-203.531,215.272,3
82513.632,300.433,106.303,108.248,-203.531,215.272,3
82517.664,300.432,106.303,107.928,-203.531,215.283,3
82521.695,300.435,106.303,108.248,-203.547,215.272,3
82521.695,300.43,106.303,108.569,-203.564,215.293,3
82521.695,300.428,106.303,108.409,-203.547,215.283,3
82517.664,300.432,106.066,108.248,-203.515,215.283,3
82517.664,300.432,106.145,108.409,-203.547,215.272,3
82521.695,300.43,106.066,107.928,-203.564,215.272,3
82525.726,300.432,106.066,107.928,-203.564,215.262,3
82521.695,300.433,106.224,108.409,-203.531,215.262,3
82521.695,300.435,106.145,107.928,-203.531,215.272,3
82525.726,300.435,106.066,108.409,-203.547,215.262,3
82521.695,300.433,106.066,108.409,-203.564,215.262,3
82521.695,300.435,105.908,108.248,-203.547,215.272,3
82521.695,300.435,105.829,108.248,-203.547,215.272,3
82521.695,300.436,105.987,108.248,-203.58,215.283,3
82521.695,300.435,105.75,108.088,-203.531,215.262,3
82525.726,300.43,105.829,107.928,-203.466,215.293,3
82525.726,300.432,105.829,107.768,-203.531,215.262,3
82525.726,300.435,105.75,107.768,-203.547,215.242,3
82521.695,300.435,105.67,107.928,-203.531,215.283,3
82525.726,300.435,105.591,107.608,-203.498,215.283,3
82525.726,300.433,105.67,107.608,-203.547,215.283,3
82517.664,300.438,105.512,107.768,-203.547,215.252,3
82525.726,300.435,105.67,107.608,-203.547,215.262,3
82525.726,300.436,105.354,107.928,-203.547,215.293,3
82529.758,300.435,105.275,107.928,-203.531,215.262,3
82525.726,300.432,105.275,107.768,-203.531,215.272,3
82529.758,300.435,105.354,107.608,-203.547,215.262,3
82525.726,300.425,105.275,107.288,-203.531,215.272,3
82521.695,300.438,105.354,107.288,-203.531,215.262,3
82525.726,300.432,105.275,107.608,-203.531,215.283,3
82533.789,300.433,105.354,107.288,-203.547,215.272,3
82529.758,300.435,105.354,107.608,-203.547,215.272,3
82541.852,300.436,105.275,107.448,-203.515,215.283,3
82529.758,300.433,105.354,107.448,-203.547,215.262,3
82529.758,300.436,105.433,107.928,-203.547,215.262,3
82521.695,300.435,105.354,107.608,-203.531,215.283,3
82525.726,300.432,105.354,107.608,-203.531,215.262,3
82525.726,300.435,105.433,107.448,-203.531,215.262,3
82529.758,300.432,105.433,107.608,-203.515,215.272,3
82525.726,300.43,105.433,107.288,-203.547,215.272,3
82533.789,300.433,105.591,107.288,-203.547,215.283,3
82525.726,300.433,105.512,107.448,-203.515,215.272,3
82525.726,300.433,105.67,107.448,-203.547,215.272,3
82521.695,300.43,105.591,108.088,-203.531,215.262,3
82525.726,300.432,105.591,107.608,-203.531,215.272,3
82541.852,300.433,105.67,107.448,-203.531,215.272,3
82529.758,300.435,105.67,107.608,-203.531,215.293,3
82517.664,300.432,105.591,107.448,-203.515,215.272,3
82521.695,300.432,105.591,107.768,-203.515,215.262,3
82529.758,300.436,105.354,107.768,-203.531,215.283,3
82525.726,300.433,105.67,107.608,-203.547,215.272,3
82521.695,300.432,105.829,107.448,-203.547,215.272,3
82525.726,300.43,105.75,107.768,-203.515,215.283,3
82521.695,300.433,105.67,107.608,-203.515,215.262,3
82521.695,300.433,105.591,107.768,-203.515,215.293,3
82517.664,300.432,105.591,107.608,-203.564,215.272,3
82525.726,300.432,105.433,107.928,-203.531,215.283,3
82529.758,300.43,105.512,107.608,-203.531,215.262,3
82525.726,300.433,105.433,107.928,-203.531,215.262,3
82521.695,300.43,105.354,107.768,-203.531,215.262,3
82521.695,300.432,105.433,107.928,-203.547,215.272,3
82521.695,300.435,105.354,107.768,-203.547,215.272,3
82521.695,300.427,105.354,107.448,-203.515,215.272,3
82525.726,300.432,105.196,107.288,-203.515,215.262,3
82525.726,300.433,105.275,107.768,-203.547,215.262,3
82525.726,300.435,105.196,107.768,-203.547,215.283,3
82521.695,300.43,105.275,107.928,-203.531,215.283,3
82521.695,300.432,105.117,107.448,-203.547,215.272,3
82525.726,300.433,105.117,107.608,-203.515,215.283,3
82533.789,300.433,105.196,107.448,-203.547,215.283,3
82525.726,300.433,104.959,107.768,-203.531,215.262,3
82525.726,300.433,104.88,107.288,-203.531,215.283,3
82529.758,300.433,105.038,107.448,-203.547,215.272,3
82521.695,300.435,104.88,107.288,-203.564,215.272,3
82525.726,300.428,105.196,107.448,-203.547,215.272,3
82529.758,300.432,105.117,107.608,-203.547,215.272,3
82521.695,300.432,105.038,107.448,-203.498,215.262,3
82529.758,300.433,105.038,107.608,-203.515,215.262,3
82521.695,300.432,105.117,107.448,-203.531,215.262,3
82525.726,300.435,105.117,107.448,-203.531,215.272,3
82529.758,300.435,105.275,107.448,-203.531,215.262,3
82525.726,300.432,105.275,107.448,-203.531,215.283,3
82529.758,300.428,105.275,107.288,-203.515,215.272,3
82525.726,300.435,105.117,107.448,-203.531,215.272,3
82525.726,300.433,105.354,107.288,-203.531,215.272,3
82537.821,300.43,105.275,107.448,-203.531,215.252,3
82525.726,300.432,105.67,107.608,-203.515,215.272,3
82521.695,300.435,105.433,107.448,-203.547,215.283,3
82525.726,300.432,105.275,107.448,-203.547,215.252,3
82525.726,300.432,105.433,107.608,-203.531,215.283,3
82529.758,300.433,105.433,107.448,-203.531,215.272,3
82505.569,300.43,105.512,107.608,-203.531,215.283,3
82529.758,300.435,105.591,107.768,-203.515,215.272,3
